,Name,Description,Address,Rating,Feature,City,Category,Image,lat,lng,Google Maps URL,Combined,Tokens
378,Pizza Art,pizza art authentic italian pizza jeddah pizza art kind italian pizza pasta extensive dish too well decorated interior design mind blowing salmon pizza perfect dough crust place clean simple atmosphere great decor great seating area nice comfy well serve pizza include burrata cheese pizza tartufo pizza vegetarian pizza diavolo pizza migrata pizza place potential becoming one number one pizza pasta place jeddah pizza art zahra jeddah,"054 928 3842, Jeddah 23522 Saudi Arabia",5.0,detail cuisine italian meal breakfast lunch dinner drink feature reservation view detail features,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-s/1b/59/f9/44/pizza-margarita.jpg,38.89037,-77.03196,https://www.google.com/maps/search/?q=134.+Pizza+Art%2C+054+928+3842%2C+Jeddah+23522+Saudi+Arabia%2C+Jeddah,restaurant pizza art authentic italian pizza jeddah pizza art kind italian pizza pasta extensive dish too well decorated interior design mind blowing salmon pizza perfect dough crust place clean simple atmosphere great decor great seating area nice comfy well serve pizza include burrata cheese pizza tartufo pizza vegetarian pizza diavolo pizza migrata pizza place potential becoming one number one pizza pasta place jeddah pizza art zahra jeddah detail cuisine italian meal breakfast lunch dinner drink feature reservation view detail features Pizza Art,"['restaurant', 'pizza', 'art', 'authentic', 'italian', 'pizza', 'jeddah', 'pizza', 'art', 'kind', 'italian', 'pizza', 'pasta', 'extensive', 'dish', 'too', 'well', 'decorated', 'interior', 'design', 'mind', 'blowing', 'salmon', 'pizza', 'perfect', 'dough', 'crust', 'place', 'clean', 'simple', 'atmosphere', 'great', 'decor', 'great', 'seating', 'area', 'nice', 'comfy', 'well', 'serve', 'pizza', 'include', 'burrata', 'cheese', 'pizza', 'tartufo', 'pizza', 'vegetarian', 'pizza', 'diavolo', 'pizza', 'migrata', 'pizza', 'place', 'potential', 'becoming', 'one', 'number', 'one', 'pizza', 'pasta', 'place', 'jeddah', 'pizza', 'art', 'zahra', 'jeddah', 'detail', 'cuisine', 'italian', 'meal', 'breakfast', 'lunch', 'dinner', 'drink', 'feature', 'reservation', 'view', 'detail', 'features', 'Pizza', 'Art']"
379,Le Voyageur,le voyageur venue first floor one best restaurant jeddah decor simple elegant seating area comfortable nice international cuisine along various items open buffet breakfast lunch  dinner service nice well north corniche hira road ash shati dist jeddah,"North Corniche Hira Road, Jeddah 21553 Saudi Arabia",4.5,detail cuisine indian international asian arabic meal dinner brunch feature reservations seating table service wheelchair accessible view detail,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-s/16/e3/62/f2/caption.jpg,22.28016,39.10291,https://www.google.com/maps/search/?q=136.+Le+Voyageur%2C+North+Corniche+Hira+Road%2C+Jeddah+21553+Saudi+Arabia%2C+Jeddah,restaurant le voyageur venue first floor one best restaurant jeddah decor simple elegant seating area comfortable nice international cuisine along various items open buffet breakfast lunch  dinner service nice well north corniche hira road ash shati dist jeddah detail cuisine indian international asian arabic meal dinner brunch feature reservations seating table service wheelchair accessible view detail Le Voyageur,"['restaurant', 'le', 'voyageur', 'venue', 'first', 'floor', 'one', 'best', 'restaurant', 'jeddah', 'decor', 'simple', 'elegant', 'seating', 'area', 'comfortable', 'nice', 'international', 'cuisine', 'along', 'various', 'items', 'open', 'buffet', 'breakfast', 'lunch', 'dinner', 'service', 'nice', 'well', 'north', 'corniche', 'hira', 'road', 'ash', 'shati', 'dist', 'jeddah', 'detail', 'cuisine', 'indian', 'international', 'asian', 'arabic', 'meal', 'dinner', 'brunch', 'feature', 'reservations', 'seating', 'table', 'service', 'wheelchair', 'accessible', 'view', 'detail', 'Le', 'Voyageur']"
380,REVERSE,reverse take pride providing welcoming neighborhood environment everyone enjoy experience provides massive includes various drinks appetizers sandwiches pasta burgers  desserts known offer delicious dessert town consists enjoyable massive seating area two floors friendly atmosphere lively waiters prince sultan rd mohammadiyyah jeddah,"Prince Sultan Rd Q Park Mall, Jeddah 23624 Saudi Arabia",5.0,detail cuisine italian american meal breakfast lunch dinner brunch late night drink view detail,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-s/27/19/66/6f/special-drinks.jpg,21.65769,39.12366,https://www.google.com/maps/search/?q=137.+REVERSE%2C+Prince+Sultan+Rd+Q+Park+Mall%2C+Jeddah+23624+Saudi+Arabia%2C+Jeddah,restaurant reverse take pride providing welcoming neighborhood environment everyone enjoy experience provides massive includes various drinks appetizers sandwiches pasta burgers  desserts known offer delicious dessert town consists enjoyable massive seating area two floors friendly atmosphere lively waiters prince sultan rd mohammadiyyah jeddah detail cuisine italian american meal breakfast lunch dinner brunch late night drink view detail REVERSE,"['restaurant', 'reverse', 'take', 'pride', 'providing', 'welcoming', 'neighborhood', 'environment', 'everyone', 'enjoy', 'experience', 'provides', 'massive', 'includes', 'various', 'drinks', 'appetizers', 'sandwiches', 'pasta', 'burgers', 'desserts', 'known', 'offer', 'delicious', 'dessert', 'town', 'consists', 'enjoyable', 'massive', 'seating', 'area', 'two', 'floors', 'friendly', 'atmosphere', 'lively', 'waiters', 'prince', 'sultan', 'rd', 'mohammadiyyah', 'jeddah', 'detail', 'cuisine', 'italian', 'american', 'meal', 'breakfast', 'lunch', 'dinner', 'brunch', 'late', 'night', 'drink', 'view', 'detail', 'REVERSE']"
381,Al Basali Restaurant,small heart old district specialises red sea fish fried grilled service good owner friendly check …,"Suq Bab Makkah Behind Al Falah Schools, Jeddah 22236 Saudi Arabia",5.0,detail price range 13  27 cuisine seafood arabic meal lunch dinner view detail features,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-s/1c/5b/15/8f/getlstd-property-photo.jpg,21.48598,39.19052,https://www.google.com/maps/search/?q=138.+Al+Basali+Restaurant%2C+Suq+Bab+Makkah+Behind+Al+Falah+Schools%2C+Jeddah+22236+Saudi+Arabia%2C+Jeddah,restaurant small heart old district specialises red sea fish fried grilled service good owner friendly check … detail price range 13  27 cuisine seafood arabic meal lunch dinner view detail features Al Basali Restaurant,"['restaurant', 'small', 'heart', 'old', 'district', 'specialises', 'red', 'sea', 'fish', 'fried', 'grilled', 'service', 'good', 'owner', 'friendly', 'check', '…', 'detail', 'price', 'range', '13', '27', 'cuisine', 'seafood', 'arabic', 'meal', 'lunch', 'dinner', 'view', 'detail', 'features', 'Al', 'Basali', 'Restaurant']"
382,Tamees 09,modest spacious specializing preparing hijazi cuisine hot dish,"King Abdullah Branch rd, Jeddah 22231 Saudi Arabia",4.5,detail cuisine arabic meal breakfast lunch dinner feature reservation view detail,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-p/1c/4d/da/64/photo5jpg.jpg,21.5097,39.17404,https://www.google.com/maps/search/?q=139.+Tamees+09%2C+King+Abdullah+Branch+rd%2C+Jeddah+22231+Saudi+Arabia%2C+Jeddah,restaurant modest spacious specializing preparing hijazi cuisine hot dish detail cuisine arabic meal breakfast lunch dinner feature reservation view detail Tamees 09,"['restaurant', 'modest', 'spacious', 'specializing', 'preparing', 'hijazi', 'cuisine', 'hot', 'dish', 'detail', 'cuisine', 'arabic', 'meal', 'breakfast', 'lunch', 'dinner', 'feature', 'reservation', 'view', 'detail', 'Tamees', '09']"
383,Niralla Resturant,pakistani,"off main Sharfia st., Jeddah Saudi Arabia",4.0,detail cuisine asian pakistani special diet halal vegetarian friendly meal dinner breakfast lunch view detail meals feature,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-s/1b/b4/8a/b9/nihari-chicken-sheek.jpg,38.89037,-77.03196,https://www.google.com/maps/search/?q=140.+Niralla+Resturant%2C+off+main+Sharfia+st.%2C+Jeddah+Saudi+Arabia%2C+Jeddah,restaurant pakistani detail cuisine asian pakistani special diet halal vegetarian friendly meal dinner breakfast lunch view detail meals feature Niralla Resturant,"['restaurant', 'pakistani', 'detail', 'cuisine', 'asian', 'pakistani', 'special', 'diet', 'halal', 'vegetarian', 'friendly', 'meal', 'dinner', 'breakfast', 'lunch', 'view', 'detail', 'meals', 'feature', 'Niralla', 'Resturant']"
384,Solo Coffee,clean luxurious worth visit breakfast lunch dinner serve modern food signature dish include steak  egg the sliced meat mushroom paste mouthwatering  english breakfast,"Ibn Al Kufi, Al-Rawdah,, Jeddah 23435 Saudi Arabia",4.5,detail meal breakfast lunch dinner feature reservation view detail,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-s/19/8f/0f/c9/caption.jpg,21.56731,39.1489,https://www.google.com/maps/search/?q=141.+Solo+Coffee%2C+Ibn+Al+Kufi%2C+Al-Rawdah%2C%2C+Jeddah+23435+Saudi+Arabia%2C+Jeddah,restaurant clean luxurious worth visit breakfast lunch dinner serve modern food signature dish include steak  egg the sliced meat mushroom paste mouthwatering  english breakfast detail meal breakfast lunch dinner feature reservation view detail Solo Coffee,"['restaurant', 'clean', 'luxurious', 'worth', 'visit', 'breakfast', 'lunch', 'dinner', 'serve', 'modern', 'food', 'signature', 'dish', 'include', 'steak', 'egg', 'the', 'sliced', 'meat', 'mushroom', 'paste', 'mouthwatering', 'english', 'breakfast', 'detail', 'meal', 'breakfast', 'lunch', 'dinner', 'feature', 'reservation', 'view', 'detail', 'Solo', 'Coffee']"
385,Hummus Refi,hummus refi restaurant cater fan original setting breakfast supper providing variety light middle eastern modern food general …,"King Abdul Aziz Rd, Jeddah Saudi Arabia",4.5,detail cuisine lebanese mediterranean diner middle eastern arabic special diet vegetarian friendly meal breakfast lunch dinner brunch view detail meals features,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-s/1a/d9/82/05/our-table.jpg,21.7104,39.10477,https://www.google.com/maps/search/?q=142.+Hummus+Refi%2C+King+Abdul+Aziz+Rd%2C+Jeddah+Saudi+Arabia%2C+Jeddah,restaurant hummus refi restaurant cater fan original setting breakfast supper providing variety light middle eastern modern food general … detail cuisine lebanese mediterranean diner middle eastern arabic special diet vegetarian friendly meal breakfast lunch dinner brunch view detail meals features Hummus Refi,"['restaurant', 'hummus', 'refi', 'restaurant', 'cater', 'fan', 'original', 'setting', 'breakfast', 'supper', 'providing', 'variety', 'light', 'middle', 'eastern', 'modern', 'food', 'general', '…', 'detail', 'cuisine', 'lebanese', 'mediterranean', 'diner', 'middle', 'eastern', 'arabic', 'special', 'diet', 'vegetarian', 'friendly', 'meal', 'breakfast', 'lunch', 'dinner', 'brunch', 'view', 'detail', 'meals', 'features', 'Hummus', 'Refi']"
386,Poke Bowl,poke bowl adventurous sushi lover,"Prince Sultan Road Rawdah District, Jeddah 23435 Saudi Arabia",4.5,detail price range 18  26 cuisine sushi hawaiian seafood meal lunch dinner view detail features,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-o/25/07/de/bb/logo.jpg,21.57068,39.1432,https://www.google.com/maps/search/?q=143.+Poke+Bowl%2C+Prince+Sultan+Road+Rawdah+District%2C+Jeddah+23435+Saudi+Arabia%2C+Jeddah,restaurant poke bowl adventurous sushi lover detail price range 18  26 cuisine sushi hawaiian seafood meal lunch dinner view detail features Poke Bowl,"['restaurant', 'poke', 'bowl', 'adventurous', 'sushi', 'lover', 'detail', 'price', 'range', '18', '26', 'cuisine', 'sushi', 'hawaiian', 'seafood', 'meal', 'lunch', 'dinner', 'view', 'detail', 'features', 'Poke', 'Bowl']"
387,Zafiro Restaurant,zafiro wide trove multicuisine choice considers guest throughout experience restaurant everything need want multicuisine choice banquet meeting hall open cooking even catering service per convenience,"Ankara Al Samer, Jeddah 23462 Saudi Arabia",4.5,detail price range 3  23 cuisine indian meal breakfast lunch dinner drink view detail features,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-s/13/ec/56/01/zafiro-fine-dining.jpg,21.58737,39.23375,https://www.google.com/maps/search/?q=144.+Zafiro+Restaurant%2C+Ankara+Al+Samer%2C+Jeddah+23462+Saudi+Arabia%2C+Jeddah,restaurant zafiro wide trove multicuisine choice considers guest throughout experience restaurant everything need want multicuisine choice banquet meeting hall open cooking even catering service per convenience detail price range 3  23 cuisine indian meal breakfast lunch dinner drink view detail features Zafiro Restaurant,"['restaurant', 'zafiro', 'wide', 'trove', 'multicuisine', 'choice', 'considers', 'guest', 'throughout', 'experience', 'restaurant', 'everything', 'need', 'want', 'multicuisine', 'choice', 'banquet', 'meeting', 'hall', 'open', 'cooking', 'even', 'catering', 'service', 'per', 'convenience', 'detail', 'price', 'range', '3', '23', 'cuisine', 'indian', 'meal', 'breakfast', 'lunch', 'dinner', 'drink', 'view', 'detail', 'features', 'Zafiro', 'Restaurant']"
388,lallo,welcome lallo italian ristorante find authentic taste italian cuisine offer quick professionally prepared food enjoy farmtotable hot item meal go luxurious serf pure  traditional italian dishes beautiful cozy warm ambiance quiet theme music,"Obhor Street, Jeddah Saudi Arabia",4.0,detail cuisine italian pizza special diet vegetarian friendly vegan option meal lunch dinner view detail meals features,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-s/04/84/ad/b3/lallo.jpg,21.4817,39.1828,https://www.google.com/maps/search/?q=145.+lallo%2C+Obhor+Street%2C+Jeddah+Saudi+Arabia%2C+Jeddah,restaurant welcome lallo italian ristorante find authentic taste italian cuisine offer quick professionally prepared food enjoy farmtotable hot item meal go luxurious serf pure  traditional italian dishes beautiful cozy warm ambiance quiet theme music detail cuisine italian pizza special diet vegetarian friendly vegan option meal lunch dinner view detail meals features lallo,"['restaurant', 'welcome', 'lallo', 'italian', 'ristorante', 'find', 'authentic', 'taste', 'italian', 'cuisine', 'offer', 'quick', 'professionally', 'prepared', 'food', 'enjoy', 'farmtotable', 'hot', 'item', 'meal', 'go', 'luxurious', 'serf', 'pure', 'traditional', 'italian', 'dishes', 'beautiful', 'cozy', 'warm', 'ambiance', 'quiet', 'theme', 'music', 'detail', 'cuisine', 'italian', 'pizza', 'special', 'diet', 'vegetarian', 'friendly', 'vegan', 'option', 'meal', 'lunch', 'dinner', 'view', 'detail', 'meals', 'features', 'lallo']"
389,Applebee's,applebees one oldest chain quite branch jeddah applebee’s take pride providing welcoming neighborhood environment everyone enjoy experience provides massive includes various drinks appetizers sandwiches pasta steaks known offer delicious dessert town consists enjoyable massive seating area friendly atmosphere lively waiters andalus jeddah,"Al-Andalws St, Jeddah Saudi Arabia",3.5,detail cuisine american barbecue special diet halal meal lunch dinner view detail meals feature,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-s/07/31/9b/27/single-s-section.jpg,21.54815,39.14121,https://www.google.com/maps/search/?q=147.+Applebee%27s%2C+Al-Andalws+St%2C+Jeddah+Saudi+Arabia%2C+Jeddah,restaurant applebees one oldest chain quite branch jeddah applebee’s take pride providing welcoming neighborhood environment everyone enjoy experience provides massive includes various drinks appetizers sandwiches pasta steaks known offer delicious dessert town consists enjoyable massive seating area friendly atmosphere lively waiters andalus jeddah detail cuisine american barbecue special diet halal meal lunch dinner view detail meals feature Applebee's,"['restaurant', 'applebees', 'one', 'oldest', 'chain', 'quite', 'branch', 'jeddah', 'applebee', '’', 's', 'take', 'pride', 'providing', 'welcoming', 'neighborhood', 'environment', 'everyone', 'enjoy', 'experience', 'provides', 'massive', 'includes', 'various', 'drinks', 'appetizers', 'sandwiches', 'pasta', 'steaks', 'known', 'offer', 'delicious', 'dessert', 'town', 'consists', 'enjoyable', 'massive', 'seating', 'area', 'friendly', 'atmosphere', 'lively', 'waiters', 'andalus', 'jeddah', 'detail', 'cuisine', 'american', 'barbecue', 'special', 'diet', 'halal', 'meal', 'lunch', 'dinner', 'view', 'detail', 'meals', 'feature', 'Applebee', ""'s""]"
390,Aseil Restaurant,saudi,"The Courtyard City - Prince Sultan Street, Jeddah, Saudi Arabia, Jeddah 21352 Saudi Arabia",4.0,detail price range 3  11 cuisine middle eastern special diet halal vegetarian friendly view detail meals features,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-s/0d/9c/41/bf/food.jpg,21.66136,39.12271,https://www.google.com/maps/search/?q=148.+Aseil+Restaurant%2C+The+Courtyard+City+-+Prince+Sultan+Street%2C+Jeddah%2C+Saudi+Arabia%2C+Jeddah+21352+Saudi+Arabia%2C+Jeddah,restaurant saudi detail price range 3  11 cuisine middle eastern special diet halal vegetarian friendly view detail meals features Aseil Restaurant,"['restaurant', 'saudi', 'detail', 'price', 'range', '3', '11', 'cuisine', 'middle', 'eastern', 'special', 'diet', 'halal', 'vegetarian', 'friendly', 'view', 'detail', 'meals', 'features', 'Aseil', 'Restaurant']"
391,Keiken,japanese experience,"Prince Sultan Road, Jeddah Square, Az Zahra District Sari Street, Jeddah 23424 Saudi Arabia",4.5,detail cuisine sushi asian seafood meal dinner lunch feature reservations seating table service delivery accepts mastercard accepts visa accepts credit cards nonsmoking restaurant view detail feature,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-p/13/ab/be/63/caption.jpg,21.57581,39.14323,https://www.google.com/maps/search/?q=149.+Keiken%2C+Prince+Sultan+Road%2C+Jeddah+Square%2C+Az+Zahra+District+Sari+Street%2C+Jeddah+23424+Saudi+Arabia%2C+Jeddah,restaurant japanese experience detail cuisine sushi asian seafood meal dinner lunch feature reservations seating table service delivery accepts mastercard accepts visa accepts credit cards nonsmoking restaurant view detail feature Keiken,"['restaurant', 'japanese', 'experience', 'detail', 'cuisine', 'sushi', 'asian', 'seafood', 'meal', 'dinner', 'lunch', 'feature', 'reservations', 'seating', 'table', 'service', 'delivery', 'accepts', 'mastercard', 'accepts', 'visa', 'accepts', 'credit', 'cards', 'nonsmoking', 'restaurant', 'view', 'detail', 'feature', 'Keiken']"
392,Romeo Mediterranean Cuisine,dine u experience enchanting flavor mediterranean cuisine fine setting resembling street granada spain,"8183 Abdul Maqsud Khoja St, Jeddah Saudi Arabia",4.5,detail cuisine seafood mediterranean greek meal breakfast lunch dinner feature reservations table service seating wheelchair accessible view detail feature,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-s/08/87/37/16/romero-mediterranean.jpg,21.48711,39.1813,https://www.google.com/maps/search/?q=150.+Romeo+Mediterranean+Cuisine%2C+8183+Abdul+Maqsud+Khoja+St%2C+Jeddah+Saudi+Arabia%2C+Jeddah,restaurant dine u experience enchanting flavor mediterranean cuisine fine setting resembling street granada spain detail cuisine seafood mediterranean greek meal breakfast lunch dinner feature reservations table service seating wheelchair accessible view detail feature Romeo Mediterranean Cuisine,"['restaurant', 'dine', 'u', 'experience', 'enchanting', 'flavor', 'mediterranean', 'cuisine', 'fine', 'setting', 'resembling', 'street', 'granada', 'spain', 'detail', 'cuisine', 'seafood', 'mediterranean', 'greek', 'meal', 'breakfast', 'lunch', 'dinner', 'feature', 'reservations', 'table', 'service', 'seating', 'wheelchair', 'accessible', 'view', 'detail', 'feature', 'Romeo', 'Mediterranean', 'Cuisine']"
393,Shezan,welcome shezan indian place tandoori chicken biryani classic indian fare served refined spacious restaurant variety indian delicacy well,"Hadiqat Rami, Jeddah 23436 Saudi Arabia",3.5,detail cuisine indian asian special diet halal vegetarian friendly vegan option meal lunch dinner view detail meals feature,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-s/1a/bb/a0/11/my-dishes.jpg,21.59267,39.15104,https://www.google.com/maps/search/?q=152.+Shezan%2C+Hadiqat+Rami%2C+Jeddah+23436+Saudi+Arabia%2C+Jeddah,restaurant welcome shezan indian place tandoori chicken biryani classic indian fare served refined spacious restaurant variety indian delicacy well detail cuisine indian asian special diet halal vegetarian friendly vegan option meal lunch dinner view detail meals feature Shezan,"['restaurant', 'welcome', 'shezan', 'indian', 'place', 'tandoori', 'chicken', 'biryani', 'classic', 'indian', 'fare', 'served', 'refined', 'spacious', 'restaurant', 'variety', 'indian', 'delicacy', 'well', 'detail', 'cuisine', 'indian', 'asian', 'special', 'diet', 'halal', 'vegetarian', 'friendly', 'vegan', 'option', 'meal', 'lunch', 'dinner', 'view', 'detail', 'meals', 'feature', 'Shezan']"
394,Mykonos Bistro,welcome mykonos bistro jeddah one best authentic greek mediterranean restaurant heart jeddah interior beautifully created classy way using muted color upholstery flooring walls huge variety mediterranean cuisine signature dish include crusted parmes chick spinach ricon tortellini dish distinctive presentation style flavors uncompromised quality mykonos qouraish rd salamah dist jeddah,Jeddah Saudi Arabia,4.5,detail cuisine mediterranean greek meal lunch dinner feature reservations table service seating view detail feature,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-s/18/5d/65/4c/mykonos-bistro.jpg,21.59671,39.15682,https://www.google.com/maps/search/?q=155.+Mykonos+Bistro%2C+Jeddah+Saudi+Arabia%2C+Jeddah,restaurant welcome mykonos bistro jeddah one best authentic greek mediterranean restaurant heart jeddah interior beautifully created classy way using muted color upholstery flooring walls huge variety mediterranean cuisine signature dish include crusted parmes chick spinach ricon tortellini dish distinctive presentation style flavors uncompromised quality mykonos qouraish rd salamah dist jeddah detail cuisine mediterranean greek meal lunch dinner feature reservations table service seating view detail feature Mykonos Bistro,"['restaurant', 'welcome', 'mykonos', 'bistro', 'jeddah', 'one', 'best', 'authentic', 'greek', 'mediterranean', 'restaurant', 'heart', 'jeddah', 'interior', 'beautifully', 'created', 'classy', 'way', 'using', 'muted', 'color', 'upholstery', 'flooring', 'walls', 'huge', 'variety', 'mediterranean', 'cuisine', 'signature', 'dish', 'include', 'crusted', 'parmes', 'chick', 'spinach', 'ricon', 'tortellini', 'dish', 'distinctive', 'presentation', 'style', 'flavors', 'uncompromised', 'quality', 'mykonos', 'qouraish', 'rd', 'salamah', 'dist', 'jeddah', 'detail', 'cuisine', 'mediterranean', 'greek', 'meal', 'lunch', 'dinner', 'feature', 'reservations', 'table', 'service', 'seating', 'view', 'detail', 'feature', 'Mykonos', 'Bistro']"
395,Al Bayt Restaurant,bayt international buffet fivestar marwa rayhan rotana abraj bait complex great international breakfast lunch dinner buffet dinner biryani grills fried chicken salads many item eat dessert like fruit cake jelly pudding kunafa more interior elegantly designed comfortable,"Abraj Al Bait Ajyad Street Makkah Clock Royal Tower, A Fairmont Hotel, Mecca Saudi Arabia",4.5,detail cuisine lebanese pizza international mediterranean asian meal breakfast lunch feature reservations buffet view detail features,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-s/1c/72/77/17/al-bayt-all-day-dining.jpg,21.41899,39.82708,https://www.google.com/maps/search/?q=159.+Al+Bayt+Restaurant%2C+Abraj+Al+Bait+Ajyad+Street+Makkah+Clock+Royal+Tower%2C+A+Fairmont+Hotel%2C+Mecca+Saudi+Arabia%2C+Jeddah,restaurant bayt international buffet fivestar marwa rayhan rotana abraj bait complex great international breakfast lunch dinner buffet dinner biryani grills fried chicken salads many item eat dessert like fruit cake jelly pudding kunafa more interior elegantly designed comfortable detail cuisine lebanese pizza international mediterranean asian meal breakfast lunch feature reservations buffet view detail features Al Bayt Restaurant,"['restaurant', 'bayt', 'international', 'buffet', 'fivestar', 'marwa', 'rayhan', 'rotana', 'abraj', 'bait', 'complex', 'great', 'international', 'breakfast', 'lunch', 'dinner', 'buffet', 'dinner', 'biryani', 'grills', 'fried', 'chicken', 'salads', 'many', 'item', 'eat', 'dessert', 'like', 'fruit', 'cake', 'jelly', 'pudding', 'kunafa', 'more', 'interior', 'elegantly', 'designed', 'comfortable', 'detail', 'cuisine', 'lebanese', 'pizza', 'international', 'mediterranean', 'asian', 'meal', 'breakfast', 'lunch', 'feature', 'reservations', 'buffet', 'view', 'detail', 'features', 'Al', 'Bayt', 'Restaurant']"
396,Hwa-Ro Korean BBQ & Grill,house charcoal grilled bbq  unlimited refill bbq offe,"3160 Prince Saud Al Faisal Street Al Rawdah, Jeddah 23432 Saudi Arabia",4.5,detail cuisine barbecue asian korean meal lunch dinner feature reservations accepts credit cards table service seating view detail feature,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-s/16/d9/b7/26/img-20190303-180929-1.jpg,21.55914,39.13633,https://www.google.com/maps/search/?q=160.+Hwa-Ro+Korean+BBQ+%26+Grill%2C+3160+Prince+Saud+Al+Faisal+Street+Al+Rawdah%2C+Jeddah+23432+Saudi+Arabia%2C+Jeddah,restaurant house charcoal grilled bbq  unlimited refill bbq offe detail cuisine barbecue asian korean meal lunch dinner feature reservations accepts credit cards table service seating view detail feature Hwa-Ro Korean BBQ & Grill,"['restaurant', 'house', 'charcoal', 'grilled', 'bbq', 'unlimited', 'refill', 'bbq', 'offe', 'detail', 'cuisine', 'barbecue', 'asian', 'korean', 'meal', 'lunch', 'dinner', 'feature', 'reservations', 'accepts', 'credit', 'cards', 'table', 'service', 'seating', 'view', 'detail', 'feature', 'Hwa-Ro', 'Korean', 'BBQ', '&', 'Grill']"
397,Yildizlar Restaurant,turkish budget kebabs iskandar sizzling meat die for fairouz second fave turkish restaurant,"AL-Andalus Street P.O.Box: 17183, Jeddah 21484 Saudi Arabia",3.5,detail cuisine lebanese middle eastern mediterranean special diet halal meal lunch dinner late night view detail meals feature,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-s/03/c2/d0/4e/yildizlar-restaurant.jpg,21.51476,39.16647,https://www.google.com/maps/search/?q=161.+Yildizlar+Restaurant%2C+AL-Andalus+Street+P.O.Box%3A+17183%2C+Jeddah+21484+Saudi+Arabia%2C+Jeddah,restaurant turkish budget kebabs iskandar sizzling meat die for fairouz second fave turkish restaurant detail cuisine lebanese middle eastern mediterranean special diet halal meal lunch dinner late night view detail meals feature Yildizlar Restaurant,"['restaurant', 'turkish', 'budget', 'kebabs', 'iskandar', 'sizzling', 'meat', 'die', 'for', 'fairouz', 'second', 'fave', 'turkish', 'restaurant', 'detail', 'cuisine', 'lebanese', 'middle', 'eastern', 'mediterranean', 'special', 'diet', 'halal', 'meal', 'lunch', 'dinner', 'late', 'night', 'view', 'detail', 'meals', 'feature', 'Yildizlar', 'Restaurant']"
398,Nobu Jeddah,offering mix sushi signature black cod eatery present casual outdoor ambiance views albeit occasionally obstructed includes seafood asianinspired dishes,"North Corniche Road Next to Al Nawras Square, Jeddah Saudi Arabia",4.0,detail cuisine japanese peruvian japanese fusion sushi south american meal dinner lunch feature reservations table service outdoor seating private dining seating parking available validated parking valet parking free offstreet parking highchair available wheelchair accessible accepts mastercard accepts visa free wifi accepts credit cards waterfront view detail feature,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-s/22/c2/9b/26/nobu-sun-set-platter.jpg,21.33682,39.19788,https://www.google.com/maps/search/?q=162.+Nobu+Jeddah%2C+North+Corniche+Road+Next+to+Al+Nawras+Square%2C+Jeddah+Saudi+Arabia%2C+Jeddah,restaurant offering mix sushi signature black cod eatery present casual outdoor ambiance views albeit occasionally obstructed includes seafood asianinspired dishes detail cuisine japanese peruvian japanese fusion sushi south american meal dinner lunch feature reservations table service outdoor seating private dining seating parking available validated parking valet parking free offstreet parking highchair available wheelchair accessible accepts mastercard accepts visa free wifi accepts credit cards waterfront view detail feature Nobu Jeddah,"['restaurant', 'offering', 'mix', 'sushi', 'signature', 'black', 'cod', 'eatery', 'present', 'casual', 'outdoor', 'ambiance', 'views', 'albeit', 'occasionally', 'obstructed', 'includes', 'seafood', 'asianinspired', 'dishes', 'detail', 'cuisine', 'japanese', 'peruvian', 'japanese', 'fusion', 'sushi', 'south', 'american', 'meal', 'dinner', 'lunch', 'feature', 'reservations', 'table', 'service', 'outdoor', 'seating', 'private', 'dining', 'seating', 'parking', 'available', 'validated', 'parking', 'valet', 'parking', 'free', 'offstreet', 'parking', 'highchair', 'available', 'wheelchair', 'accessible', 'accepts', 'mastercard', 'accepts', 'visa', 'free', 'wifi', 'accepts', 'credit', 'cards', 'waterfront', 'view', 'detail', 'feature', 'Nobu', 'Jeddah']"
